192.168.1.110:52380-36.110.181.183:443,https,210.0,54.0,577.0,12383.257142857143,1923.0,0.0,50455.0,5.552854303076923E7,153.0,0.0,523.0,40382.27272727273,13896.0,125040.0,66.0,36.0,153.0,60.0,411.0,-1.1666666666666667,2131.0,0.0,33348.0,5.2708270114285715E7,190.0,53.0,357.0,15833.0,5514.0,36.0,279.0,54.0,577.0,-0.8,3031.0,0.0,50527.0,1.029811834137931E8,371.0,75.0,523.0,44012.0,8382.0,30.0
192.168.1.110:64639-36.110.181.183:443,https,209.0,54.0,587.0,12441.33014354067,1248.0,0.0,29712.0,2.6146561692307692E7,151.0,0.0,533.0,40369.90909090909,13800.0,81168.0,66.0,36.0,147.0,60.0,379.0,2.1666666666666665,1746.0,0.0,33212.0,5.074858074285714E7,179.0,53.0,325.0,12505.333333333334,5322.0,36.0,282.0,54.0,587.0,1.0,1774.0,0.0,22766.0,3.0142590344827585E7,377.0,75.0,533.0,45618.666666666664,8478.0,30.0
192.168.1.110:54374-36.110.181.183:443,https,309.0,54.0,1291.0,31975.728155339806,2868.0,0.0,89954.0,1.5548504844615385E8,252.0,0.0,1237.0,151333.54545454544,20430.0,186481.0,66.0,36.0,214.0,60.0,779.0,1.1666666666666667,4639.0,0.0,89954.0,2.8459130051428574E8,313.0,53.0,725.0,86816.0,7722.0,36.0,423.0,54.0,1291.0,-0.6,2382.0,0.0,35428.0,5.963572848275862E7,612.0,75.0,1237.0,228912.66666666666,12708.0,30.0
192.168.1.110:59147-36.110.181.183:443,https,217.0,54.0,577.0,10435.354838709678,2289.0,0.0,53338.0,7.253103638983051E7,160.0,0.0,523.0,38681.4,13056.0,135100.0,60.0,36.0,159.0,60.0,347.0,1.2,2819.0,0.0,49233.0,9.878406162068966E7,169.0,53.0,293.0,9632.0,4770.0,30.0,276.0,54.0,577.0,-0.2,3654.0,0.0,53449.0,1.2908243886206897E8,366.0,75.0,523.0,42518.333333333336,8286.0,30.0
192.168.1.110:60884-36.110.181.183:443,https,203.0,54.0,577.0,11822.334975369458,33566.0,0.0,2045402.0,6.331448015963077E10,146.0,0.0,523.0,37296.181818181816,13416.0,2181820.0,66.0,36.0,142.0,60.0,347.0,1.1666666666666667,61777.0,0.0,2064499.0,1.1809141568288571E11,169.0,53.0,293.0,9632.0,5130.0,36.0,276.0,54.0,577.0,-0.2,74285.0,0.0,2106585.0,1.4753481795748276E11,366.0,75.0,523.0,42518.333333333336,8286.0,30.0
192.168.1.110:51361-36.110.181.183:443,https,203.0,54.0,577.0,11822.334975369458,1268.0,0.0,19731.0,2.051441983076923E7,146.0,0.0,523.0,37296.181818181816,13416.0,82431.0,66.0,36.0,142.0,60.0,347.0,1.1666666666666667,1791.0,0.0,35242.0,4.57893614E7,169.0,53.0,293.0,9632.0,5130.0,36.0,276.0,54.0,577.0,-0.2,1938.0,0.0,19785.0,3.161858820689655E7,366.0,75.0,523.0,42518.333333333336,8286.0,30.0
192.168.1.110:58118-220.181.12.13:25,smtp,91.0,54.0,270.0,4477.120879120879,20837.0,0.0,1244146.0,1.7136929480167938E10,36.0,0.0,216.0,3190.5,12114.0,2729661.0,132.0,90.0,94.0,60.0,239.0,1.8181818181818181,22851.0,0.0,855502.0,1.2949240894707693E10,53.0,9.0,185.0,2980.5,6264.0,66.0,88.0,54.0,270.0,-0.2727272727272727,41994.0,0.0,1244189.0,3.375843240423077E10,52.0,6.0,216.0,4706.142857142857,5850.0,66.0
192.168.1.110:58052-220.181.12.13:25,smtp,684.0,54.0,14454.0,1760006.9385964912,1635.0,0.0,58153.0,4.199122077639752E7,627.0,0.0,14400.0,7434752.740740741,110898.0,263270.0,162.0,78.0,82.0,60.0,239.0,0.058823529411764705,2416.0,0.0,58538.0,6.389588715841584E7,59.0,13.0,185.0,3086.8571428571427,8406.0,102.0,1708.0,54.0,14454.0,-0.6,4462.0,0.0,85031.0,1.7481913305084747E8,2361.0,6.0,14400.0,2.4613502714285713E7,102492.0,60.0
192.168.1.110:58029-220.181.12.13:25,smtp,708.0,54.0,14454.0,1696912.872881356,2083.0,0.0,62333.0,6.301449123870968E7,651.0,0.0,14400.0,7704969.653846154,110538.0,322979.0,156.0,78.0,83.0,60.0,239.0,2.3125,3155.0,0.0,62871.0,9.846064108421053E7,59.0,13.0,185.0,3086.8571428571427,8046.0,96.0,1708.0,54.0,14454.0,-0.6,5474.0,0.0,88669.0,2.3176891333898306E8,2361.0,6.0,14400.0,2.4613502714285713E7,102492.0,60.0
192.168.1.110:58025-220.181.12.13:25,smtp,708.0,54.0,14454.0,1696912.872881356,2203.0,0.0,74938.0,8.097850357419355E7,651.0,0.0,14400.0,7704969.653846154,110538.0,341575.0,156.0,78.0,83.0,60.0,239.0,2.3125,3373.0,0.0,74938.0,1.2808894590526316E8,59.0,13.0,185.0,3086.8571428571427,8046.0,96.0,1708.0,54.0,14454.0,-0.6,5789.0,0.0,139563.0,3.88616696779661E8,2361.0,6.0,14400.0,2.4613502714285713E7,102492.0,60.0
10.170.58.130:54862-155.138.161.219:14381,ss,85.0,54.0,173.0,148.38823529411764,104077.0,61.0,317965.0,1.98497384665E10,27.0,0.0,119.0,2006.4285714285713,598.0,624465.0,7.0,2.0,99.0,60.0,173.0,0.0,152712.0,9998.0,295427.0,2.03674285105E10,119.0,119.0,119.0,0.0,299.0,3.0,74.0,54.0,125.0,1.75,208155.0,7562.0,318026.0,2.0179889858E10,71.0,71.0,71.0,0.0,299.0,4.0
127.0.0.1:58110-127.0.0.1:5432,PostgreSQL,100.0,66.0,226.0,828.96,536.0,0.0,9006.0,2978089.28125,33.0,0.0,160.0,2599.181818181818,3330.0,17175.0,33.0,15.0,117.0,66.0,226.0,1.25,1501.0,0.0,10068.0,9046723.818181818,98.0,37.0,160.0,3782.5,1407.0,12.0,91.0,66.0,157.0,-0.8571428571428571,858.0,0.0,9387.0,4940214.25,57.0,5.0,91.0,1394.6666666666667,1923.0,21.0
192.168.114.1:35028-192.168.114.129:445,SMB,142.0,60.0,289.0,1372.5211267605634,137239.0,0.0,2310082.0,2.9509861825835297E11,74.0,0.0,223.0,11051.0,2556.0,2333077.0,18.0,6.0,67.0,60.0,74.0,0.0,462734.0,0.0,2313671.0,8.564917593986E11,0.0,0.0,0.0,0.0,402.0,6.0,179.0,66.0,289.0,-1.5,211781.0,0.0,2310082.0,4.4031746103363635E11,223.0,223.0,223.0,0.0,2154.0,12.0
10.170.58.130:64408-155.138.161.219:14381,ss,78.0,54.0,126.0,79.28205128205128,129197.0,79.0,278023.0,1.6472699120833334E10,20.0,0.0,72.0,1029.142857142857,550.0,775185.0,7.0,2.0,84.0,60.0,126.0,-0.6666666666666666,249618.0,218301.0,280936.0,9.807858065E8,72.0,72.0,72.0,0.0,252.0,3.0,74.0,54.0,124.0,1.5,258395.0,2834.0,500219.0,4.1326325622E10,70.0,70.0,70.0,0.0,298.0,4.0
192.168.114.1:35010-192.168.114.129:445,SMB,1177.0,66.0,1514.0,760687.4681393373,176.0,0.0,146338.0,1.0029388122481233E7,1111.0,0.0,1448.0,353647.481042654,2981808.0,446770.0,2532.0,618.0,97.0,66.0,482.0,2.041095890410959,1021.0,0.0,146402.0,5.7348097180778034E7,69.0,39.0,416.0,4134.261538461538,42540.0,438.0,1403.0,66.0,1514.0,-1.0974212034383954,213.0,0.0,190749.0,1.8437655900143337E7,1345.0,14.0,1448.0,122055.36311239193,2939268.0,2094.0
192.168.31.125:59441-192.168.31.190:21,ftptcp,88.0,66.0,141.0,354.03409090909093,8822.0,0.0,371156.0,1.8633704187012987E9,22.0,0.0,75.0,425.2692307692308,6933.0,679298.0,78.0,57.0,101.0,78.0,141.0,0.5833333333333334,17248.0,0.0,411368.0,4.7585518018E9,38.0,14.0,75.0,383.90909090909093,3669.0,36.0,77.0,66.0,94.0,1.8571428571428572,16568.0,0.0,411445.0,4.153069712780488E9,19.0,6.0,28.0,68.75,3264.0,42.0
192.168.114.1:35229-192.168.114.129:445,SMB,112.0,60.0,289.0,1045.6339285714287,6028.0,0.0,53982.0,2.0845796514285713E8,44.0,0.0,223.0,7957.0,1689.0,84400.0,15.0,3.0,67.0,60.0,74.0,0.0,14848.0,0.0,74242.0,8.818999304E8,0.0,0.0,0.0,0.0,402.0,6.0,143.0,66.0,289.0,-2.0,8019.0,0.0,53982.0,3.12881292E8,223.0,223.0,223.0,0.0,1287.0,9.0
